,((p*n)*(p*n)),((p*n)*n),((p*n)*x),((p*n)+n),((p*n)+x),((p*n)-n),((p*n)-x),(1+p),(1-p),(n*n),(n*x),(n+x),(n-(p*n)),(n-x),(p*n),(x*x),(x-(p*n)),(x-n),expected_post,n,p,post-init,x
478,0.0,0.01,0.0,1.01,0.01,-0.99,0.01,1.01,0.99,1,0,1,0.99,1,0.01,0,-0.01,-1,0.010666666666666666,1,0.01,0.010666666666666666,0
479,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9933333333333333,1,0.99,0.9933333333333333,0
480,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9893333333333333,1,0.99,0.9893333333333333,0
481,3.92,3.96,0.0,3.98,1.98,-0.02,1.98,1.99,0.01,4,0,2,0.02,2,1.98,0,-1.98,-2,2.972,2,0.99,2.972,0
482,612.56,618.75,544.5,49.75,46.75,-0.25,2.75,1.99,0.01,625,550,47,0.25,3,24.75,484,-2.75,-3,343.874,25,0.99,321.874,22
483,35.28,35.64,0.0,11.94,5.94,-0.06,5.94,1.99,0.01,36,0,6,0.06,6,5.94,0,-5.94,-6,20.776666666666667,6,0.99,20.776666666666667,0
484,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.8833333333333,25,0.99,321.8833333333333,0
485,48.02,48.51,41.58,13.93,12.93,-0.07,0.93,1.99,0.01,49,42,13,0.07,1,6.93,36,-0.93,-1,33.724,7,0.99,27.723999999999997,6
486,48.02,48.51,0.0,13.93,6.93,-0.07,6.93,1.99,0.01,49,0,7,0.07,7,6.93,0,-6.93,-7,27.735333333333333,7,0.99,27.735333333333333,0
487,0.0,0.01,0.0,1.01,0.01,-0.99,0.01,1.01,0.99,1,0,1,0.99,1,0.01,0,-0.01,-1,0.007333333333333333,1,0.01,0.007333333333333333,0
488,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.8666666666667,25,0.989999995710804,321.8666666666667,0
489,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9873333333333333,1,0.99,0.9873333333333333,0
490,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,322.05333333333334,25,0.99,322.05333333333334,0
491,0.98,0.99,24.75,1.99,25.99,-0.01,-24.01,1.99,0.01,1,25,26,0.01,-24,0.99,625,24.01,24,25.993333333333332,1,0.99,0.9933333333333323,25
492,0.0,0.04,0.0,2.02,0.02,-1.98,0.02,1.01,0.99,4,0,2,1.98,2,0.02,0,-0.02,-2,0.02666666666666667,2,0.01,0.02666666666666667,0
493,0.98,0.99,24.75,1.99,25.99,-0.01,-24.01,1.99,0.01,1,25,26,0.01,-24,0.99,625,24.01,24,25.984666666666666,1,0.99,0.9846666666666657,25
494,0.06,6.25,0.0,25.25,0.25,-24.75,0.25,1.01,0.99,625,0,25,24.75,25,0.25,0,-0.25,-25,3.582,25,0.01,3.582,0
495,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9926666666666667,1,0.99,0.9926666666666667,0
496,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.5946666666667,25,0.99,321.5946666666667,0
497,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,322.14733333333334,25,0.99,322.14733333333334,0
498,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.89866666666666,25,0.9899999999984233,321.89866666666666,9
499,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.526,25,0.99,321.526,9
500,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9906666666666667,1,0.99,0.9906666666666667,0
501,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.59133333333335,25,0.99,321.59133333333335,9
502,220.52,222.75,0.0,29.85,14.85,-0.15,14.85,1.99,0.01,225,0,15,0.15,15,14.85,0,-14.85,-15,118.778,15,0.99,118.778,0
503,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.814,25,0.99,321.814,9
504,612.56,618.75,618.75,49.75,49.75,-0.25,-0.25,1.99,0.01,625,625,50,0.25,0,24.75,625,0.25,0,346.44466666666665,25,0.99,321.44466666666665,25
505,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.27866666666665,25,0.99,321.27866666666665,0
506,220.52,222.75,0.0,29.85,14.85,-0.15,14.85,1.99,0.01,225,0,15,0.15,15,14.85,0,-14.85,-15,118.858,15,0.99,118.858,0
507,115.04,268.14,96.53,35.73,19.73,-14.27,1.73,1.43,0.57,625,225,34,14.27,16,10.73,81,-1.73,-16,149.02133333333333,25,0.4290294279645835,140.02133333333333,9
508,0.01,1.0,2.5,10.1,25.1,-9.9,-24.9,1.01,0.99,100,250,35,9.9,-15,0.1,625,24.9,15,25.531333333333333,10,0.010000000275379495,0.5313333333333325,25
509,0.06,6.25,2.25,25.25,9.25,-24.75,-8.75,1.01,0.99,625,225,34,24.75,16,0.25,81,8.75,-16,12.371333333333334,25,0.01,3.371333333333334,9
510,0.06,6.25,6.25,25.25,25.25,-24.75,-24.75,1.01,0.99,625,625,50,24.75,0,0.25,625,24.75,0,27.8,25,0.01,2.8000000000000007,25
511,0.0,0.01,0.0,1.01,0.01,-0.99,0.01,1.01,0.99,1,0,1,0.99,1,0.01,0,-0.01,-1,0.010666666666666666,1,0.01,0.010666666666666666,0
512,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9933333333333333,1,0.99,0.9933333333333333,0
513,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9893333333333333,1,0.99,0.9893333333333333,0
514,3.92,3.96,0.0,3.98,1.98,-0.02,1.98,1.99,0.01,4,0,2,0.02,2,1.98,0,-1.98,-2,2.972,2,0.99,2.972,0
515,612.56,618.75,544.5,49.75,46.75,-0.25,2.75,1.99,0.01,625,550,47,0.25,3,24.75,484,-2.75,-3,343.874,25,0.99,321.874,22
516,35.28,35.64,0.0,11.94,5.94,-0.06,5.94,1.99,0.01,36,0,6,0.06,6,5.94,0,-5.94,-6,20.776666666666667,6,0.99,20.776666666666667,0
517,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.8833333333333,25,0.99,321.8833333333333,0
518,48.02,48.51,41.58,13.93,12.93,-0.07,0.93,1.99,0.01,49,42,13,0.07,1,6.93,36,-0.93,-1,33.724,7,0.99,27.723999999999997,6
519,48.02,48.51,0.0,13.93,6.93,-0.07,6.93,1.99,0.01,49,0,7,0.07,7,6.93,0,-6.93,-7,27.735333333333333,7,0.99,27.735333333333333,0
520,0.0,0.01,0.0,1.01,0.01,-0.99,0.01,1.01,0.99,1,0,1,0.99,1,0.01,0,-0.01,-1,0.007333333333333333,1,0.01,0.007333333333333333,0
521,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.8666666666667,25,0.989999995710804,321.8666666666667,0
522,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9873333333333333,1,0.99,0.9873333333333333,0
523,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,322.05333333333334,25,0.99,322.05333333333334,0
524,0.98,0.99,24.75,1.99,25.99,-0.01,-24.01,1.99,0.01,1,25,26,0.01,-24,0.99,625,24.01,24,25.993333333333332,1,0.99,0.9933333333333323,25
525,0.0,0.04,0.0,2.02,0.02,-1.98,0.02,1.01,0.99,4,0,2,1.98,2,0.02,0,-0.02,-2,0.02666666666666667,2,0.01,0.02666666666666667,0
526,0.98,0.99,24.75,1.99,25.99,-0.01,-24.01,1.99,0.01,1,25,26,0.01,-24,0.99,625,24.01,24,25.984666666666666,1,0.99,0.9846666666666657,25
527,0.06,6.25,0.0,25.25,0.25,-24.75,0.25,1.01,0.99,625,0,25,24.75,25,0.25,0,-0.25,-25,3.582,25,0.01,3.582,0
528,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9926666666666667,1,0.99,0.9926666666666667,0
529,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.5946666666667,25,0.99,321.5946666666667,0
530,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,322.14733333333334,25,0.99,322.14733333333334,0
531,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.89866666666666,25,0.9899999999984233,321.89866666666666,9
532,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.526,25,0.99,321.526,9
533,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9906666666666667,1,0.99,0.9906666666666667,0
534,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.59133333333335,25,0.99,321.59133333333335,9
535,220.52,222.75,0.0,29.85,14.85,-0.15,14.85,1.99,0.01,225,0,15,0.15,15,14.85,0,-14.85,-15,118.778,15,0.99,118.778,0
536,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.814,25,0.99,321.814,9
537,612.56,618.75,618.75,49.75,49.75,-0.25,-0.25,1.99,0.01,625,625,50,0.25,0,24.75,625,0.25,0,346.44466666666665,25,0.99,321.44466666666665,25
538,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.27866666666665,25,0.99,321.27866666666665,0
539,220.52,222.75,0.0,29.85,14.85,-0.15,14.85,1.99,0.01,225,0,15,0.15,15,14.85,0,-14.85,-15,118.858,15,0.99,118.858,0
540,115.04,268.14,96.53,35.73,19.73,-14.27,1.73,1.43,0.57,625,225,34,14.27,16,10.73,81,-1.73,-16,149.02133333333333,25,0.4290294279645835,140.02133333333333,9
541,0.01,1.0,2.5,10.1,25.1,-9.9,-24.9,1.01,0.99,100,250,35,9.9,-15,0.1,625,24.9,15,25.531333333333333,10,0.010000000275379495,0.5313333333333325,25
542,0.06,6.25,2.25,25.25,9.25,-24.75,-8.75,1.01,0.99,625,225,34,24.75,16,0.25,81,8.75,-16,12.371333333333334,25,0.01,3.371333333333334,9
543,0.06,6.25,6.25,25.25,25.25,-24.75,-24.75,1.01,0.99,625,625,50,24.75,0,0.25,625,24.75,0,27.8,25,0.01,2.8000000000000007,25
544,0.0,0.01,0.0,1.01,0.01,-0.99,0.01,1.01,0.99,1,0,1,0.99,1,0.01,0,-0.01,-1,0.010666666666666666,1,0.01,0.010666666666666666,0
545,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9933333333333333,1,0.99,0.9933333333333333,0
546,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9893333333333333,1,0.99,0.9893333333333333,0
547,3.92,3.96,0.0,3.98,1.98,-0.02,1.98,1.99,0.01,4,0,2,0.02,2,1.98,0,-1.98,-2,2.972,2,0.99,2.972,0
548,612.56,618.75,544.5,49.75,46.75,-0.25,2.75,1.99,0.01,625,550,47,0.25,3,24.75,484,-2.75,-3,343.874,25,0.99,321.874,22
549,35.28,35.64,0.0,11.94,5.94,-0.06,5.94,1.99,0.01,36,0,6,0.06,6,5.94,0,-5.94,-6,20.776666666666667,6,0.99,20.776666666666667,0
550,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.8833333333333,25,0.99,321.8833333333333,0
551,48.02,48.51,41.58,13.93,12.93,-0.07,0.93,1.99,0.01,49,42,13,0.07,1,6.93,36,-0.93,-1,33.724,7,0.99,27.723999999999997,6
552,48.02,48.51,0.0,13.93,6.93,-0.07,6.93,1.99,0.01,49,0,7,0.07,7,6.93,0,-6.93,-7,27.735333333333333,7,0.99,27.735333333333333,0
553,0.0,0.01,0.0,1.01,0.01,-0.99,0.01,1.01,0.99,1,0,1,0.99,1,0.01,0,-0.01,-1,0.007333333333333333,1,0.01,0.007333333333333333,0
554,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.8666666666667,25,0.989999995710804,321.8666666666667,0
555,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9873333333333333,1,0.99,0.9873333333333333,0
556,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,322.05333333333334,25,0.99,322.05333333333334,0
557,0.98,0.99,24.75,1.99,25.99,-0.01,-24.01,1.99,0.01,1,25,26,0.01,-24,0.99,625,24.01,24,25.993333333333332,1,0.99,0.9933333333333323,25
558,0.0,0.04,0.0,2.02,0.02,-1.98,0.02,1.01,0.99,4,0,2,1.98,2,0.02,0,-0.02,-2,0.02666666666666667,2,0.01,0.02666666666666667,0
559,0.98,0.99,24.75,1.99,25.99,-0.01,-24.01,1.99,0.01,1,25,26,0.01,-24,0.99,625,24.01,24,25.984666666666666,1,0.99,0.9846666666666657,25
560,0.06,6.25,0.0,25.25,0.25,-24.75,0.25,1.01,0.99,625,0,25,24.75,25,0.25,0,-0.25,-25,3.582,25,0.01,3.582,0
561,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9926666666666667,1,0.99,0.9926666666666667,0
562,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.5946666666667,25,0.99,321.5946666666667,0
563,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,322.14733333333334,25,0.99,322.14733333333334,0
564,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.89866666666666,25,0.9899999999984233,321.89866666666666,9
565,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.526,25,0.99,321.526,9
566,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9906666666666667,1,0.99,0.9906666666666667,0
567,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.59133333333335,25,0.99,321.59133333333335,9
568,220.52,222.75,0.0,29.85,14.85,-0.15,14.85,1.99,0.01,225,0,15,0.15,15,14.85,0,-14.85,-15,118.778,15,0.99,118.778,0
569,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.814,25,0.99,321.814,9
570,612.56,618.75,618.75,49.75,49.75,-0.25,-0.25,1.99,0.01,625,625,50,0.25,0,24.75,625,0.25,0,346.44466666666665,25,0.99,321.44466666666665,25
571,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.27866666666665,25,0.99,321.27866666666665,0
572,220.52,222.75,0.0,29.85,14.85,-0.15,14.85,1.99,0.01,225,0,15,0.15,15,14.85,0,-14.85,-15,118.858,15,0.99,118.858,0
573,115.04,268.14,96.53,35.73,19.73,-14.27,1.73,1.43,0.57,625,225,34,14.27,16,10.73,81,-1.73,-16,149.02133333333333,25,0.4290294279645835,140.02133333333333,9
574,0.01,1.0,2.5,10.1,25.1,-9.9,-24.9,1.01,0.99,100,250,35,9.9,-15,0.1,625,24.9,15,25.531333333333333,10,0.010000000275379495,0.5313333333333325,25
575,0.06,6.25,2.25,25.25,9.25,-24.75,-8.75,1.01,0.99,625,225,34,24.75,16,0.25,81,8.75,-16,12.371333333333334,25,0.01,3.371333333333334,9
576,0.06,6.25,6.25,25.25,25.25,-24.75,-24.75,1.01,0.99,625,625,50,24.75,0,0.25,625,24.75,0,27.8,25,0.01,2.8000000000000007,25
577,0.0,0.01,0.0,1.01,0.01,-0.99,0.01,1.01,0.99,1,0,1,0.99,1,0.01,0,-0.01,-1,0.010666666666666666,1,0.01,0.010666666666666666,0
578,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9933333333333333,1,0.99,0.9933333333333333,0
579,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9893333333333333,1,0.99,0.9893333333333333,0
580,3.92,3.96,0.0,3.98,1.98,-0.02,1.98,1.99,0.01,4,0,2,0.02,2,1.98,0,-1.98,-2,2.972,2,0.99,2.972,0
581,612.56,618.75,544.5,49.75,46.75,-0.25,2.75,1.99,0.01,625,550,47,0.25,3,24.75,484,-2.75,-3,343.874,25,0.99,321.874,22
582,35.28,35.64,0.0,11.94,5.94,-0.06,5.94,1.99,0.01,36,0,6,0.06,6,5.94,0,-5.94,-6,20.776666666666667,6,0.99,20.776666666666667,0
583,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.8833333333333,25,0.99,321.8833333333333,0
584,48.02,48.51,41.58,13.93,12.93,-0.07,0.93,1.99,0.01,49,42,13,0.07,1,6.93,36,-0.93,-1,33.724,7,0.99,27.723999999999997,6
585,48.02,48.51,0.0,13.93,6.93,-0.07,6.93,1.99,0.01,49,0,7,0.07,7,6.93,0,-6.93,-7,27.735333333333333,7,0.99,27.735333333333333,0
586,0.0,0.01,0.0,1.01,0.01,-0.99,0.01,1.01,0.99,1,0,1,0.99,1,0.01,0,-0.01,-1,0.007333333333333333,1,0.01,0.007333333333333333,0
587,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.8666666666667,25,0.989999995710804,321.8666666666667,0
588,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9873333333333333,1,0.99,0.9873333333333333,0
589,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,322.05333333333334,25,0.99,322.05333333333334,0
590,0.98,0.99,24.75,1.99,25.99,-0.01,-24.01,1.99,0.01,1,25,26,0.01,-24,0.99,625,24.01,24,25.993333333333332,1,0.99,0.9933333333333323,25
591,0.0,0.04,0.0,2.02,0.02,-1.98,0.02,1.01,0.99,4,0,2,1.98,2,0.02,0,-0.02,-2,0.02666666666666667,2,0.01,0.02666666666666667,0
592,0.98,0.99,24.75,1.99,25.99,-0.01,-24.01,1.99,0.01,1,25,26,0.01,-24,0.99,625,24.01,24,25.984666666666666,1,0.99,0.9846666666666657,25
593,0.06,6.25,0.0,25.25,0.25,-24.75,0.25,1.01,0.99,625,0,25,24.75,25,0.25,0,-0.25,-25,3.582,25,0.01,3.582,0
594,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9926666666666667,1,0.99,0.9926666666666667,0
595,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.5946666666667,25,0.99,321.5946666666667,0
596,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,322.14733333333334,25,0.99,322.14733333333334,0
597,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.89866666666666,25,0.9899999999984233,321.89866666666666,9
598,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.526,25,0.99,321.526,9
599,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9906666666666667,1,0.99,0.9906666666666667,0
600,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.59133333333335,25,0.99,321.59133333333335,9
601,220.52,222.75,0.0,29.85,14.85,-0.15,14.85,1.99,0.01,225,0,15,0.15,15,14.85,0,-14.85,-15,118.778,15,0.99,118.778,0
602,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.814,25,0.99,321.814,9
603,612.56,618.75,618.75,49.75,49.75,-0.25,-0.25,1.99,0.01,625,625,50,0.25,0,24.75,625,0.25,0,346.44466666666665,25,0.99,321.44466666666665,25
604,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.27866666666665,25,0.99,321.27866666666665,0
605,220.52,222.75,0.0,29.85,14.85,-0.15,14.85,1.99,0.01,225,0,15,0.15,15,14.85,0,-14.85,-15,118.858,15,0.99,118.858,0
606,115.04,268.14,96.53,35.73,19.73,-14.27,1.73,1.43,0.57,625,225,34,14.27,16,10.73,81,-1.73,-16,149.02133333333333,25,0.4290294279645835,140.02133333333333,9
607,0.01,1.0,2.5,10.1,25.1,-9.9,-24.9,1.01,0.99,100,250,35,9.9,-15,0.1,625,24.9,15,25.531333333333333,10,0.010000000275379495,0.5313333333333325,25
608,0.06,6.25,2.25,25.25,9.25,-24.75,-8.75,1.01,0.99,625,225,34,24.75,16,0.25,81,8.75,-16,12.371333333333334,25,0.01,3.371333333333334,9
609,0.06,6.25,6.25,25.25,25.25,-24.75,-24.75,1.01,0.99,625,625,50,24.75,0,0.25,625,24.75,0,27.8,25,0.01,2.8000000000000007,25
610,0.0,0.01,0.0,1.01,0.01,-0.99,0.01,1.01,0.99,1,0,1,0.99,1,0.01,0,-0.01,-1,0.010666666666666666,1,0.01,0.010666666666666666,0
611,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9933333333333333,1,0.99,0.9933333333333333,0
612,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9893333333333333,1,0.99,0.9893333333333333,0
613,3.92,3.96,0.0,3.98,1.98,-0.02,1.98,1.99,0.01,4,0,2,0.02,2,1.98,0,-1.98,-2,2.972,2,0.99,2.972,0
614,612.56,618.75,544.5,49.75,46.75,-0.25,2.75,1.99,0.01,625,550,47,0.25,3,24.75,484,-2.75,-3,343.874,25,0.99,321.874,22
615,35.28,35.64,0.0,11.94,5.94,-0.06,5.94,1.99,0.01,36,0,6,0.06,6,5.94,0,-5.94,-6,20.776666666666667,6,0.99,20.776666666666667,0
616,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.8833333333333,25,0.99,321.8833333333333,0
617,48.02,48.51,41.58,13.93,12.93,-0.07,0.93,1.99,0.01,49,42,13,0.07,1,6.93,36,-0.93,-1,33.724,7,0.99,27.723999999999997,6
618,48.02,48.51,0.0,13.93,6.93,-0.07,6.93,1.99,0.01,49,0,7,0.07,7,6.93,0,-6.93,-7,27.735333333333333,7,0.99,27.735333333333333,0
619,0.0,0.01,0.0,1.01,0.01,-0.99,0.01,1.01,0.99,1,0,1,0.99,1,0.01,0,-0.01,-1,0.007333333333333333,1,0.01,0.007333333333333333,0
620,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.8666666666667,25,0.989999995710804,321.8666666666667,0
621,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9873333333333333,1,0.99,0.9873333333333333,0
622,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,322.05333333333334,25,0.99,322.05333333333334,0
623,0.98,0.99,24.75,1.99,25.99,-0.01,-24.01,1.99,0.01,1,25,26,0.01,-24,0.99,625,24.01,24,25.993333333333332,1,0.99,0.9933333333333323,25
624,0.0,0.04,0.0,2.02,0.02,-1.98,0.02,1.01,0.99,4,0,2,1.98,2,0.02,0,-0.02,-2,0.02666666666666667,2,0.01,0.02666666666666667,0
625,0.98,0.99,24.75,1.99,25.99,-0.01,-24.01,1.99,0.01,1,25,26,0.01,-24,0.99,625,24.01,24,25.984666666666666,1,0.99,0.9846666666666657,25
626,0.06,6.25,0.0,25.25,0.25,-24.75,0.25,1.01,0.99,625,0,25,24.75,25,0.25,0,-0.25,-25,3.582,25,0.01,3.582,0
627,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9926666666666667,1,0.99,0.9926666666666667,0
628,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,321.5946666666667,25,0.99,321.5946666666667,0
629,612.56,618.75,0.0,49.75,24.75,-0.25,24.75,1.99,0.01,625,0,25,0.25,25,24.75,0,-24.75,-25,322.14733333333334,25,0.99,322.14733333333334,0
630,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.89866666666666,25,0.9899999999984233,321.89866666666666,9
631,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.526,25,0.99,321.526,9
632,0.98,0.99,0.0,1.99,0.99,-0.01,0.99,1.99,0.01,1,0,1,0.01,1,0.99,0,-0.99,-1,0.9906666666666667,1,0.99,0.9906666666666667,0
633,612.56,618.75,222.75,49.75,33.75,-0.25,15.75,1.99,0.01,625,225,34,0.25,16,24.75,81,-15.75,-16,330.59133333333335,25,0.99,321.59133333333335,9
634,220.52,222.75,0.0,29.85,14.85,-0.15,14.85,1.99,0.01,225,0,15,0.15,15,14.85,0,-14.85,-15,118.778,15,0.99,118.778,0
